Node,Betweenness,BridgingCoefficient,BridgingCentrality
621,0.0005467799,0.1873015873,0.0001024127
620,0.0004272442,0.2955128205,0.0001262561
793,0.0013635314,0.2222056878,0.0003029844
773,0.0006803667,0.1919767854,0.0001306146
631,0.0008774618,0.3348484848,0.0002938167
684,0.0010243470,0.1349681568,0.0001382542
668,0.0016791302,0.1978787879,0.0003322642
637,0.0008081463,0.1944444444,0.0001571396
710,0.0011457729,0.1156669719,0.0001325281
775,0.0011781691,0.3019489446,0.0003557469
633,0.0009492221,0.2865105133,0.0002719621
630,0.0011785989,0.2962500000,0.0003491599
639,0.0007841909,0.3188526873,0.0002500414
501,0.0008673999,0.2587770563,0.0002244632
644,0.0009639187,0.2103141711,0.0002027258
687,0.0023094005,0.2642361111,0.0006102270
704,0.0011639301,0.2032176973,0.0002365312
718,0.0020741832,0.2528935185,0.0005245475
392,0.0002244832,0.2346938776,0.0000526848
541,0.0008911620,0.3562500000,0.0003174765
667,0.0025703355,0.1753678496,0.0004507542
616,0.0009301369,0.2789654790,0.0002594761
679,0.0008707860,0.2439254361,0.0002124069
632,0.0016756137,0.2161703278,0.0003622180
329,0.0010084554,0.3008658009,0.0003034097
413,0.0010547254,0.2014652015,0.0002124905
490,0.0004056607,0.3333333333,0.0001352202
544,0.0016180529,0.2942857143,0.0004761699
558,0.0013188451,0.1702777778,0.0002245700
638,0.0009289576,0.3272334391,0.0003039860
798,0.0006589127,0.1458209325,0.0000960833
813,0.0006935622,0.1227434001,0.0000851302
103,0.0004484948,0.2083333333,0.0000934364
160,0.0002314416,0.5208333333,0.0001205425
170,0.0004314461,0.6666666667,0.0002876307
189,0.0015198804,0.4083333333,0.0006206178
191,0.0001681693,0.1666666667,0.0000280282
245,0.0003088860,0.6111111111,0.0001887637
247,0.0004778953,0.0555555556,0.0000265497
292,0.0016472078,0.3173382173,0.0005227220
171,0.0012829210,0.3066666667,0.0003934291
275,0.0017339246,0.2891941392,0.0005014408
309,0.0016676207,0.3042857143,0.0005074331
124,0.0001342985,0.0000000000,0.0000000000
166,0.0002786980,0.6666666667,0.0001857987
238,0.0014783197,0.4750000000,0.0007022019
435,0.0007247500,0.3319444444,0.0002405768
96,0.0004041515,0.1666666667,0.0000673586
184,0.0004836632,0.3833333333,0.0001854042
