Node_ID	Betweenness_Centrality
3381	41693.476562
6911	41686.335938
304	41675.375000
4349	41671.730469
10634	41665.613281
7038	41600.792969
3877	41565.351562
7807	41564.687500
8267	41489.589844
3065	41477.746094
178	41459.597656
971	41437.199219
11420	41389.968750
4766	41383.058594
9801	41366.398438
857	41298.503906
7844	41285.093750
3466	41275.734375
9646	41266.785156
10443	41256.445312
2110	41162.738281
1388	41130.941406
9497	41116.230469
7517	41115.621094
6944	41065.101562
4552	41057.812500
5586	40931.886719
3422	40916.253906
3710	40866.175781
10076	40864.585938
2757	40846.988281
420	40795.003906
8690	40729.972656
10417	40710.824219
1324	40615.343750
1743	40614.492188
3854	40605.800781
25	40539.863281
10305	40520.812500
1766	40488.074219
4410	40484.582031
10385	40423.082031
687	40400.738281
492	40383.609375
513	40300.777344
8681	40285.460938
4795	40268.484375
5812	40239.230469
4287	40235.421875
3645	40226.660156
5828	40203.894531
6311	40167.226562
6164	40149.417969
1204	40099.722656
2002	40069.386719
3788	40020.082031
8467	39943.992188
300	39910.945312
1195	39899.472656
4098	39855.304688
8431	39795.207031
4137	39727.500000
4047	39675.050781
9051	39652.195312
1120	39606.851562
7224	39526.878906
7278	39518.000000
3442	39461.824219
8610	39361.976562
9154	39339.023438
4923	39331.359375
7	39305.085938
365	39208.496094
1912	39201.394531
9135	39199.062500
2083	39155.152344
3901	39146.027344
7867	39144.339844
12169	39118.304688
8188	39048.097656
5288	39038.257812
4539	38973.300781
8566	38936.515625
8769	38923.792969
11484	38903.781250
2951	38883.628906
6662	38872.867188
2836	38810.160156
4964	38801.921875
3344	38792.828125
2412	38790.492188
1848	38747.531250
6131	38733.882812
9570	38667.058594
3266	38646.074219
7619	38621.734375
1332	38574.113281
1753	38481.507812
6561	38446.003906
1478	38382.585938
9943	38373.531250
900	38211.085938
5064	38206.675781
6070	38157.414062
11503	38153.839844
3116	38096.886719
4360	38076.605469
244	38071.441406
8155	38050.578125
4959	38011.273438
10432	37984.359375
2874	37980.300781
2235	37976.839844
7482	37965.695312
11552	37954.007812
2654	37915.988281
633	37885.429688
4108	37880.507812
2254	37876.574219
12028	37851.468750
91	37849.187500
6414	37849.152344
10425	37781.089844
1859	37772.097656
7368	37765.972656
482	37746.472656
1823	37724.003906
838	37722.285156
6903	37717.109375
1328	37714.222656
9648	37681.187500
1311	37646.437500
2519	37635.890625
1526	37610.285156
7209	37595.242188
3909	37585.468750
6458	37578.718750
8586	37573.269531
67	37556.769531
2260	37554.894531
7390	37514.921875
7066	37484.847656
9927	37477.000000
8084	37476.000000
1465	37476.000000
6762	37475.996094
3979	37475.996094
3773	37473.007812
8328	37473.000000
8398	37455.984375
1532	37425.035156
11536	37411.660156
366	37389.023438
56	37363.347656
1854	37342.109375
5060	37282.742188
5593	37275.093750
5178	37269.863281
4220	37266.515625
5661	37218.996094
445	37196.878906
7964	37179.210938
2409	37129.089844
5743	37120.746094
399	37103.222656
2056	37049.273438
1111	36985.031250
3121	36978.988281
313	36918.546875
1932	36892.917969
121	36891.046875
933	36870.000000
607	36851.523438
8298	36765.062500
3072	36745.871094
1642	36684.765625
733	36645.789062
7428	36584.554688
952	36546.035156
9607	36516.777344
1128	36512.718750
1114	36493.359375
1567	36484.015625
11785	36401.652344
3848	36392.972656
1333	36378.957031
10351	36356.976562
193	36354.945312
1967	36324.261719
4913	36311.742188
1550	36277.019531
6090	36241.253906
831	36227.691406
4833	36143.769531
2751	36130.246094
2912	36124.066406
2282	36097.636719
5228	36028.230469
5801	36022.863281
903	35996.480469
3869	35966.945312
3594	35965.593750
3950	35902.960938
1754	35901.886719
1673	35891.558594
1139	35887.386719
2747	35818.160156
1475	35754.570312
8344	35750.882812
994	35737.093750
3028	35726.316406
5882	35720.457031
7364	35700.925781
11435	35700.746094
3107	35695.812500
5503	35692.085938
7068	35662.894531
9777	35656.054688
