Node,Authority
2446,0.0160539959
4512,0.0000000000
4545,0.0209404431
159,0.0067588023
417,0.0071691462
2305,0.0208471435
2867,0.0164341600
4250,0.0000000000
4593,0.0000000000
160,0.0054361687
1815,0.0118654529
2877,0.0032387425
161,0.0666072298
433,0.0262087147
486,0.0177964574
1916,0.0070575338
2469,0.0078497799
2662,0.0035371877
3271,0.0086330242
3894,0.0024632350
3942,0.0000000000
4026,0.0000000000
4173,0.0000000000
162,0.0098219151
452,0.0242051052
1035,0.0234217941
3682,0.0018788811
4955,0.0000000000
163,0.0107405636
2802,0.0347531926
4195,0.0000000000
315,0.0000000000
4307,0.0042745611
4328,0.0000000000
165,0.0118519811
815,0.0147486087
2099,0.0000000000
166,0.0094951951
2715,0.0148360127
3906,0.0016314298
4283,0.0000000000
167,0.0183941865
1316,0.0071428298
1386,0.0093368142
2831,0.0070052319
2874,0.0146527487
4543,0.0000000000
168,0.0182928725
3461,0.0016182958
3772,0.0010056999
4081,0.0031402281
169,0.0314191013
965,0.0012806367
2614,0.0000000000
3378,0.0000000000
3411,0.0000000000
3872,0.0000000000
4261,0.0000000000
170,0.0073303055
269,0.0177249514
3098,0.0040281200
221,0.0051267375
1070,0.0068623099
1442,0.0432792475
2834,0.0029300113
2861,0.0028898239
4552,0.0000000000
4888,0.0000000000
172,0.0170649425
807,0.0510798579
1178,0.0079529797
1691,0.0210199658
2511,0.0013958865
3841,0.0120867498
173,0.0073042954
322,0.0156229152
3965,0.0014203294
174,0.0109098067
1253,0.0057338483
1690,0.0013789508
3374,0.0000000000
175,0.0020190921
869,0.0164447915
176,0.0067325364
2071,0.0001447876
3013,0.0149440353
177,0.0065120776
649,0.0051200606
1523,0.0082652187
1662,0.0110250982
2171,0.0032487341
178,0.0180400554
2283,0.0052754422
3074,0.0000000000
179,0.0182323927
1698,0.0062091396
1773,0.0037713270
3023,0.0226622149
180,0.0106539769
3175,0.0035176916
3763,0.0000000000
4139,0.0003438659
181,0.0018086959
182,0.0140173862
1063,0.0047984883
2188,0.0102623037
2599,0.0123282842
2647,0.0400464318
4215,0.0006154172
4216,0.0095051214
183,0.0078084632
513,0.0428596529
950,0.0095703939
3232,0.0000000000
184,0.0183258170
724,0.0149065614
2238,0.0025717562
2239,0.0072695042
3007,0.0152054723
185,0.0066017046
3345,0.0052786098
3890,0.0065308743
4207,0.0022106529
186,0.0011935277
4450,0.0069325004
187,0.0172046752
525,0.0091987580
558,0.0281006495
1166,0.0230541167
1519,0.0015997333
3935,0.0017858690
4536,0.0000000000
3162,0.0040211940
3309,0.0140684470
189,0.0228087012
1526,0.0061177647
2264,0.0087866492
2316,0.0000000000
2582,0.0066012649
4212,0.0000000000
4687,0.0125455836
4736,0.0000000000
190,0.0105949251
250,0.0177900027
512,0.0179255235
3703,0.0040707659
4355,0.0031720585
191,0.0038490037
2769,0.0035654186
192,0.0086511659
1419,0.0115398295
2254,0.0172984570
2983,0.0164877186
854,0.0690929329
194,0.0040164993
1439,0.0029348194
4046,0.0000000000
4189,0.0000000000
195,0.0085666861
1494,0.0016101538
4317,0.0039414633
196,0.0174720174
1251,0.0040211940
2134,0.0038223136
2823,0.0035179397
3217,0.0226698215
197,0.0126908368
2219,0.0268811289
2527,0.0007391304
2660,0.0020442924
198,0.0037318674
955,0.0006352663
1880,0.0000000000
2933,0.0031749891
199,0.0468482597
1891,0.0012092843
3148,0.0101744298
3459,0.0045960739
4319,0.0000000000
200,0.0037036408
1640,0.0013418037
2776,0.0138353742
4968,0.0000000000
201,0.0041003312
1029,0.0057770449
2533,0.0058167808
4013,0.0000000000
202,0.0040508106
811,0.0151478503
1845,0.0088966253
1969,0.0214601093
650,0.0113606404
963,0.0213277586
2097,0.0078258751
4634,0.0000000000
1779,0.0173228550
2550,0.0071671542
2871,0.0000000000
3464,0.0000000000
2885,0.0056111938
206,0.0245546831
660,0.0318888427
1706,0.0143690801
3227,0.0178038780
3296,0.0203235455
4231,0.0056105141
4526,0.0000000000
623,0.0055979546
2498,0.0000000000
3727,0.0000000000
4410,0.0000000000
208,0.0232027002
565,0.0034190331
1443,0.0038034992
2031,0.0007007044
3031,0.0178709713
209,0.0200881213
1791,0.0054607626
3315,0.0000000000
4654,0.0011076322
4855,0.0000000000
210,0.0271552380
448,0.0219815917
533,0.0154552867
1353,0.0186632965
1933,0.0205015933
2069,0.0022239836
2149,0.0182555930
3005,0.0167643416
3382,0.0123243001
211,0.0000000000
899,0.0063819460
2771,0.0021283657
212,0.0106286356
1821,0.0054324440
3536,0.0054360682
3738,0.0033794048
213,0.0091623202
2487,0.0001856378
2622,0.0152350797
3804,0.0050283863
214,0.0114397518
1216,0.0125844375
1432,0.0035884137
1879,0.0024708397
2414,0.0571356288
1884,0.0052039339
216,0.0357631682
1707,0.0000000000
3462,0.0000000000
3767,0.0019665730
4399,0.0116013339
217,0.0085590924
2698,0.0065479756
3528,0.0000000000
3726,0.0079324633
4660,0.0000000000
220,0.0079767630
321,0.0115544496
1475,0.0009500301
3255,0.0193235573
4105,0.0025126603
226,0.0008297368
425,0.0039775617
3168,0.0065689125
222,0.0074111635
1176,0.0213689936
1864,0.0009229758
4206,0.0000000000
4481,0.0000000000
223,0.0080918566
1240,0.0060669249
1857,0.0140034727
2760,0.0226129880
4024,0.0000000000
4163,0.0024379750
224,0.0102139714
1205,0.0082881045
225,0.0100880247
2545,0.0106202888
4323,0.0000000000
1225,0.0073109478
3607,0.0035162645
227,0.0199263996
738,0.0385222941
934,0.0077323268
1935,0.0396612296
3079,0.0042180401
4924,0.0000000000
228,0.0376234786
2260,0.0153496792
2697,0.0177747038
2993,0.0192566314
3346,0.0015400904
3674,0.0056047488
4621,0.0000000000
374,0.0064149545
1355,0.0085878849
1637,0.0229839545
2587,0.0011670745
2617,0.0031741972
2709,0.0104612227
2788,0.0085390595
4115,0.0063756547
230,0.0382842391
1970,0.0159882703
3360,0.0028248661
3910,0.0174040599
231,0.0051373664
310,0.0015240524
600,0.0101507468
3414,0.0089314403
3588,0.0021229037
232,0.0273399528
1387,0.0036857727
4035,0.0000000000
4287,0.0000000000
4809,0.0000000000
233,0.0120330874
2046,0.0062124334
234,0.0263852876
552,0.0011845629
1177,0.0074790047
1785,0.0065605570
2879,0.0055659189
4604,0.0010133123
4993,0.0000000000
235,0.0162418253
331,0.0152283409
2061,0.0233469855
2384,0.0000000000
3943,0.0000000000
4455,0.0000000000
4868,0.0000000000
236,0.0180716359
742,0.0214519482
790,0.0045146503
1967,0.0436523006
4116,0.0000000000
4578,0.0011076322
416,0.0196949505
1153,0.0065226055
1284,0.0272963169
4665,0.0000000000
238,0.0074998652
339,0.0166143118
1286,0.0207873782
2350,0.0063998560
4178,0.0000000000
239,0.0099350721
2426,0.0564246073
2513,0.0168881963
4078,0.0035910325
622,0.0333054962
2445,0.0061554866
3575,0.0111485983
241,0.0041326721
1655,0.0053927037
1968,0.0107089789
242,0.0079507257
1138,0.0065779106
1388,0.0065574639
2683,0.0452505792
243,0.0223034240
1778,0.0371496598
2080,0.0193271986
3258,0.0069633621
4295,0.0007826876
244,0.0147772923
427,0.0065889184
1583,0.0519005490
1599,0.0116524714
1804,0.0025901557
3660,0.0103809301
245,0.0140166877
626,0.0259925115
935,0.0000000000
2845,0.0000000000
4614,0.0000000000
4815,0.0027824266
246,0.0123082652
2672,0.0105622643
3620,0.0057113502
247,0.0087922950
1734,0.0138499238
3427,0.0078138713
4321,0.0000000000
1395,0.0026306863
3397,0.0018944870
249,0.0040766414
1300,0.0158598806
2932,0.0000000000
4999,0.0000000000
1133,0.0214001698
1288,0.0066210356
2176,0.0066024980
2323,0.0012816073
2441,0.0024120979
3094,0.0000000000
3369,0.0032870225
251,0.0037890597
1566,0.0018920771
1861,0.0114089696
2897,0.0000000000
252,0.0224502513
487,0.0096557754
1866,0.0010506099
2507,0.0000000000
3078,0.0216375218
3580,0.0102409247
3583,0.0093787021
253,0.0089612889
329,0.0520050752
739,0.0227183604
903,0.0100371865
1945,0.0118579513
2013,0.0148504199
2440,0.0016363286
3606,0.0000000000
4135,0.0000000000
